12302674878,19
482238,11
350935934,13
11160678303,23
357008370622,19
391367093182,19
357008370622,19
358046396319,23
351951742,19
357008370622,19
358215282591,15
391467757502,15
358215282591,15
358046396319,23
358046396319,23
357008370591,19
522869630,11
451498719,11
358046396319,23
351951742,19
11160678303,23
358045375356,31
384389855,27
357008370622,19
522869630,13
358045375356,31
357142588350,15
358045375356,31
358215282591,15
357008370622,19
358047543199,19
393615241119,13
391367093182,19
391365942110,29
358215282591,15
384494494,13
480990,19
451668894,19
451668894,19
391367093182,19
358045376414,27
358046396319,23
13266847,15
358079945567,29
391331372958,27
358045376414,27
14347166,15
358216330143,15
358045376414,27
358216330143,15
358216330143,15
358045376414,27
357142588351,15
391364894654,27
391331372958,27
358045376414,27
480990,29
429049736126,11
358047543199,19
12145375,13
391364894590,29
10893949,23
391367093182,19
358045376414,27
480990,29
360363813791,13
11165630,15
358045376414,27
462335765406,11
358215282591,15
382161660,27
480990,29
462335765406,11
358045376414,27
358045376414,27
462335765406,11
480990,11
350868222,27
482174,11
350904254,13
429082241983,11
358045376414,27
358045376414,27
358216330143,15
358045376414,27
384494494,19
358079945631,27
11160678303,23
11097951,13
391331372958,27
451668894,19
480990,29
391367093182,19
391364894654,27
427976028062,11
357142588351,15
358045376414,27
392405081982,29
391364894590,29
357142588351,15
358046396319,23
391331372958,27
358045376414,27
391331372958,27
427976027070,11
358045376414,27
427975995326,11
375450,31
391331371966,27
391331376062,23
13375269823,23
391331376062,23
14584344479,15
391331376062,23
359256551326,13
357142588351,15
358045375391,27
392405081982,29
358215282591,15
391331376062,23
357142588351,15
358045375391,27
429049768894,11
359289024415,13
393615241119,13
356146046,29
611035,13
10932990,29
611035,29
451531612,31
359289024415,13
429082241983,11
357006203772,31
359289024415,13
391468805054,15
384461758,23
357006236509,31
359289024415,13
510614,11
359289024415,13
350836607,29
358079945567,29
359289024415,13
413340,31
357006203772,31
358046423967,27
429049768894,11
359289024415,13
384461758,19
359289024415,13
357141540767,15
357142588351,15
391365946302,23
359289024415,13
359289024415,13
358045376380,31
392405081982,29
358045376415,27
383210334,19
510614,31
611035,13
359289024415,13
391364894654,27
357006236509,31
360363813791,13
359289024415,13
359289024415,13
391367093182,19
359289024415,13
